title,time,author,sent,label
2294,又一种柑橘价格突破两元大关，有人表示亩挣万元有望了,2021/2/2 11:12,柑橘信息网,需求增加了，收购商也在抓紧时间采购，这自然造成砂糖橘的价格上涨了。,1
2298,又一种柑橘价格突破两元大关，有人表示亩挣万元有望了,2021/2/2 11:12,柑橘信息网,砂糖橘价格虽涨，但能不能稳住还是一个问题现在不管是哪一个行业，追涨杀跌的情况都存在。,1
2301,又一种柑橘价格突破两元大关，有人表示亩挣万元有望了,2021/2/2 11:12,柑橘信息网,而现在价格又涨起来了，种植户看到了利润，又对果农变得很珍惜了，不说健康的果树了，就算是感染黄龙病的果树也觉得还可以再观望一年再说，没必要直接就砍树的。,1
2302,又一种柑橘价格突破两元大关，有人表示亩挣万元有望了,2021/2/2 11:12,柑橘信息网,这样的心态可是要不得的，现在砂糖橘的价格虽然涨了，但是能不能稳住还是一个问题，毕竟现在今年大家心里确实没太多的钱，再加上各地喊出就过年的的口号，柑橘的消费量可能还是会受到影响的。,1
2303,又一种柑橘价格突破两元大关，有人表示亩挣万元有望了,2021/2/2 11:12,柑橘信息网,再者砂糖橘产量仍然还是供大于求的，现在涨价了，一旦种植户扎堆抛售，价格很快又会下来了。,0
2489,这种柑橘价格一直坚挺，可今年刚一降价，市场一片唱衰,2021/1/24 20:45,老刘微农技,只不过看到砂糖橘现在已经回落，很多朋友看到现在到处都种植沃柑，也认为好景不长了。,0
2490,这种柑橘价格一直坚挺，可今年刚一降价，市场一片唱衰,2021/1/24 20:45,老刘微农技,而今年沃柑刚一降价，一个个都奔出去表示沃柑一定会烂市。,0
2491,这种柑橘价格一直坚挺，可今年刚一降价，市场一片唱衰,2021/1/24 20:45,老刘微农技,沃柑一降价，众人就开始看衰，认为今年会烂市老农不管是从果农嘴里听说的，还是从网上看到的评论，很多朋友看到今年沃柑价格下跌，都开始发表自己的意见了。,0
2495,这种柑橘价格一直坚挺，可今年刚一降价，市场一片唱衰,2021/1/24 20:45,老刘微农技,反正沃柑价格越高，大家都喜欢追涨，也不管风险有多大，都会去种植。,1
2497,这种柑橘价格一直坚挺，可今年刚一降价，市场一片唱衰,2021/1/24 20:45,老刘微农技,其实还真没必要，每一种柑橘都有价格周期，刚被人接受那会价格肯定是高的。,0
2498,这种柑橘价格一直坚挺，可今年刚一降价，市场一片唱衰,2021/1/24 20:45,老刘微农技,随着种植面积越来越大，价格回落是很正常的。,0
2710,柑橘行情 | 金秋砂糖橘即将上市，价格高还是低？,2021/9/24 16:58,柑露果服,去年金秋砂糖橘的上市价格，3.5~5元/斤不等，上市前期价格高些，后期价格稍微下滑。,0
2711,柑橘行情 | 金秋砂糖橘即将上市，价格高还是低？,2021/9/24 16:58,柑露果服,今年金秋砂糖橘预定价格在3.5~4.5元/斤左右，价格比去年略低一些，可能是由于今年的产量有所增加了。,0
3088,柑橘行情分享：砂糖橘好果普遍涨价，沃柑价格保持稳定,2021/2/1 17:44,大橘大利,上周前半段，虽然价格小涨，但终端市场出货不旺，果商主要以走桂北的盖膜冻果和寻找低价果为主（价位1.4-1.6元/斤），后半段，由于桂北冻果品质下滑，部分果商转战荔浦、平乐、蒙山、鹿寨、永福等桂中南产区，加上部分学校提前放假，终端市场需求提升，价格又上涨0.2-0.3元/斤。,1
3091,柑橘行情分享：砂糖橘好果普遍涨价，沃柑价格保持稳定,2021/2/1 17:44,大橘大利,荔浦砂糖橘价格普通果：1.3~1.5元/斤中上好果：1.5~1.7元/斤优质果：1.7~2.0元/斤荔浦砂糖橘近期价格回升，小有涨幅。,1
3094,柑橘行情分享：砂糖橘好果普遍涨价，沃柑价格保持稳定,2021/2/1 17:44,大橘大利,各地砂糖橘价格价格波动大，当日价格仅供参考沃柑行情变动不大，由于多地沃柑出现冻伤情况，预计接下来沃柑行情将有小幅度上涨。,1
3097,柑橘行情分享：砂糖橘好果普遍涨价，沃柑价格保持稳定,2021/2/1 17:44,大橘大利,各地沃柑价格价格波动大，当日价格仅供参考过几天，天气仍较好，利于采果，临近春节，部分果商开始预定年果（定好一周后采摘），预计走货量仍会增大，如果没有疫情反复的影响，估计价格会维持在2字头的相对高位。,1
3210,又一种柑橘价格突破两元大关，果农直言亩挣万元有望了,2021/2/2 09:40,老谭说农业,最近有一种大家都关注的柑橘可是涨价了，这可让广西种植户乐开了花，虽然涨价的幅度也不是特别高，但却让种植户从亏本的边缘回到赚钱的时代，更是有果农喊出又有奔头了，种植的积极性也高了不少。,1
3213,又一种柑橘价格突破两元大关，果农直言亩挣万元有望了,2021/2/2 09:40,老谭说农业,好在最近砂糖橘的价格就有所上涨了，临近春节收购商需要提前备货，而消费者也要提前采购回来当年货。,1
3214,又一种柑橘价格突破两元大关，果农直言亩挣万元有望了,2021/2/2 09:40,老谭说农业,毕竟现在砂糖橘的价格回落了，可不妨碍是一种非常好吃的柑橘，如今又便宜还好吃，对于喜欢吃甜柑橘的朋友自然是要买的。,0
3215,又一种柑橘价格突破两元大关，果农直言亩挣万元有望了,2021/2/2 09:40,老谭说农业,需求增加了，收购商也在抓紧时间采购，这自然造成砂糖橘的价格上涨了。,1
3222,又一种柑橘价格突破两元大关，果农直言亩挣万元有望了,2021/2/2 09:40,老谭说农业,而现在价格又涨起来了，种植户看到了利润，又对果农变得很珍惜了，不说健康的果树了，就算是感染黄龙病的果树也觉得还可以再观望一年再说，没必要直接就砍树的。,1
3223,又一种柑橘价格突破两元大关，果农直言亩挣万元有望了,2021/2/2 09:40,老谭说农业,这样的心态可是要不得的，现在砂糖橘的价格虽然涨了，但是能不能稳住还是一个问题，毕竟现在今年大家心里确实没太多的钱，再加上各地喊出就过年的的口号，柑橘的消费量可能还是会受到影响的。,1
3224,又一种柑橘价格突破两元大关，果农直言亩挣万元有望了,2021/2/2 09:40,老谭说农业,再者砂糖橘产量仍然还是供大于求的，现在涨价了，一旦种植户扎堆抛售，价格很快又会下来了。,1
3360,3月4日柑橘行情分享 | 沃柑价格略有下滑，其他品种怎样？,2021/3/4 16:58,柑露果服,1沃柑近期价格随着各地沃柑大量上市，近期价格略有下滑，好果价格在2.6~3.2元/斤不等，视各地区品质与果实规格大小略有差异，但各地好果价格相差不大。,0
3404,这一柑橘价格起伏不定，1.6-10元都卖过，果农心情大起大落,2021/1/20 09:24,老谭说农业,只不过近几年耙耙柑的价格起伏是非常大的，2017年四川耙耙柑地头收购价平均10元/斤，2018年大跌至1.6-5元/斤，2019年前期跟着价格低迷，后期开始价格大涨，一度高到10元/斤。,1
3406,这一柑橘价格起伏不定，1.6-10元都卖过，果农心情大起大落,2021/1/20 09:24,老谭说农业,而像砂糖橘以及沃柑这些老牌柑橘，大家知道味道很不错，已经有了固定的客货，所以销路是没有问题的，只不过现在是因为供应增加而导致价格下跌而已。,0
3468,1月28日柑橘行情分享：砂糖橘价格稳中有涨，沃柑价格保持稳定……,2021/1/28 17:45,柑露果服,荔浦砂糖橘近期价格回升，小有涨幅。,1
3469,1月28日柑橘行情分享：砂糖橘价格稳中有涨，沃柑价格保持稳定……,2021/1/28 17:45,柑露果服,上周砂糖橘成交价格多在1.6~1.7/斤，这周成交价格多在1.7~1.8元/斤，价格上涨了0.1~0.2元/斤，普通果的价格也有1.3~1.5元/斤。,1
4209,​2021年柑橘的价格走势会如何？看完心里有数了！,2021/8/4 11:43,柑橘信息网,2017年，秋季南方多处柑橘主产区遭受了长时间降雨危害，南丰蜜橘、普通温州蜜橘烂在树上无人采收，亚洲最早熟蜜橘基地云南华宁县，均价从往年的4-5元/斤，跌到1元多，广西砂糖橘收购价从往年5元上下到1块多，惜售的只有倒掉，砂糖橘变“杀人橘”，很多业主逃离此行业。,0
4210,​2021年柑橘的价格走势会如何？看完心里有数了！,2021/8/4 11:43,柑橘信息网,"今年，受百年难遇的疫情影响，各地柑橘相继出现滞销情况，部分果农资金回笼困难，销售价格过低导致果农出现不同程度的负债，甚至有些果农还会因为连续三年低价而导致资金链断裂,这无疑会使后续的投资与管理发生很多困难。",0
4219,​2021年柑橘的价格走势会如何？看完心里有数了！,2021/8/4 11:43,柑橘信息网,由于物流问题，北欧市场上的橙子价格正在上涨。,1
4220,​2021年柑橘的价格走势会如何？看完心里有数了！,2021/8/4 11:43,柑橘信息网,国内边境检查增加了运输成本。,1
4747,柑橘行情 | 最新沃柑、砂糖橘价格分享！,2021/2/22 17:33,南方农事,近期，各产区砂糖橘价格有所下滑，桂林阳朔、荔浦、永福、河池等地好果价格成交价在2.5元~2.8/斤上下，统果2.2元/斤左右，走货量一般。,0
5024,红美人柑橘品种简介和市场价格,2021/4/18 19:00,柑橘信息网,预计红美人柑橘价格稳中有涨，红美人柑橘品种无核，原形或扁球形，果面浓橙色，果肉极化渣，肉质细腻，高糖低酸，香味独特，有甜橙的香气很受市场消费者欢迎。,1
5213,柑橘行情分享：砂糖橘价格稳中有涨，沃柑价格保持稳定,2021/1/30 20:48,老刘微农技,临近春节，砂糖橘价格较上周小有涨幅，行情浮动总体平稳，出货量增加。,1
5217,柑橘行情分享：砂糖橘价格稳中有涨，沃柑价格保持稳定,2021/1/30 20:48,老刘微农技,（网络配图）荔浦砂糖橘价格普通果：1.3~1.5元/斤中上好果：1.5~1.7元/斤优质果：1.7~2.0元/斤荔浦砂糖橘近期价格回升，小有涨幅。,1
5218,柑橘行情分享：砂糖橘价格稳中有涨，沃柑价格保持稳定,2021/1/30 20:48,老刘微农技,上周砂糖橘成交价格多在1.6~1.7/斤，这周成交价格多在1.7~1.8元/斤，价格上涨了0.1~0.2元/斤，普通果的价格也有1.3~1.5元/斤。,1
5274,【柑橘行情】临近五一，沃柑价格上涨，冷库果进入市场,2021/4/26 20:54,村宝网,近日，五一临近，沃柑价格有所上涨，武鸣库存的沃柑开始出库，成交价基本在3.2元/斤。,1
5275,【柑橘行情】临近五一，沃柑价格上涨，冷库果进入市场,2021/4/26 20:54,村宝网,“收购商在价格低的时候大量收购沃柑进入冷库，最近因为价格上涨和五一节日到来，开始陆续出库销售了。”,1
5278,【柑橘行情】临近五一，沃柑价格上涨，冷库果进入市场,2021/4/26 20:54,村宝网,茂谷柑经历了上市初期的价格低迷后，迎来了一波行情小涨，走货量也大幅加快。,1
5281,【柑橘行情】临近五一，沃柑价格上涨，冷库果进入市场,2021/4/26 20:54,村宝网,武鸣代办陈先生表示，目前成交价多集中在2.1-2.4元/斤之间，较上市初期上涨明显。,1
5294,【柑橘行情】临近五一，沃柑价格上涨，冷库果进入市场,2021/4/26 20:54,村宝网,灵川代办刘先生：沃柑价格有点上涨，好的货价格在3元/斤以上。,1
5362,【柑橘行情】清明将至，沃柑价格回暖，走货量增加,2021/3/27 20:00,村宝网,清明将至，沃柑价格开始回暖，果农心中的一块大石也落了地。,1
5367,【柑橘行情】清明将至，沃柑价格回暖，走货量增加,2021/3/27 20:00,村宝网,二是由于之前沃柑价格不断降低，果农对沃柑价格留有期望，在低价格下都处于观望状态，囤货不出手。,0
5374,【柑橘行情】清明将至，沃柑价格回暖，走货量增加,2021/3/27 20:00,村宝网,柑橘行情报价灵川代办刘先生：马水桔价格在0.8-1.8元/斤之间，价格涨了，走货快了一点。,1
5728,柑橘行情分享：砂糖橘价格稳中有涨，沃柑价格保持稳定,2021/1/29 17:23,南方农事,（网络配图）荔浦砂糖橘价格普通果：1.3~1.5元/斤中上好果：1.5~1.7元/斤优质果：1.7~2.0元/斤荔浦砂糖橘近期价格回升，小有涨幅。,1
6434,1月28日柑橘行情分享：砂糖橘价格稳中有涨，沃柑价格保持稳定……,2021/1/29 17:24,垂青科技,临近春节，天气晴朗、好摘果，砂糖橘价格较上周小有涨幅，行情浮动总体平稳，出货量增加。,1
6441,1月28日柑橘行情分享：砂糖橘价格稳中有涨，沃柑价格保持稳定……,2021/1/29 17:24,垂青科技,荔浦砂糖橘近期价格回升，小有涨幅。,1
6449,1月28日柑橘行情分享：砂糖橘价格稳中有涨，沃柑价格保持稳定……,2021/1/29 17:24,垂青科技,各地砂糖橘价格如下图所示：沃柑行情变动不大，由于多地沃柑出现冻伤情况，预计接下来沃柑行情将有小幅度上涨。,1
6464,柑橘行情逐渐平稳，武鲜柑开始上市,2021/3/10 21:17,全球果蔬网,综合看来，沃柑的价格较往年偏低。,0
6488,【柑橘行情】柑橘市场进入尾期，早熟水果纷纷上市，抢占市场,2021/4/23 20:00,村宝网,灵川代办刘先生：茂谷柑价格有点涨价，看园给价，价格2.2元/斤左右。,1
6595,这一柑橘价格跌至两块多，首次遭遇滑铁卢，消费者却有福了,2021/1/17 09:13,老谭说农业,所以现在沃柑降价之后，很多朋友都大量购买回来尝尝鲜。,0
6596,这一柑橘价格跌至两块多，首次遭遇滑铁卢，消费者却有福了,2021/1/17 09:13,老谭说农业,不得不说今年沃柑真是运气不好，国内国外市场都不太行，价格也不得不下跌。,0
6601,这一柑橘价格跌至两块多，首次遭遇滑铁卢，消费者却有福了,2021/1/17 09:13,老谭说农业,可是今年出口到国外难了，国内市场又有各种柑橘品种进行竞争，沃柑又没有价格优势，无奈之下也只能够自降身价开始销售了。,0
6603,这一柑橘价格跌至两块多，首次遭遇滑铁卢，消费者却有福了,2021/1/17 09:13,老谭说农业,沃柑已经兴起好多年了，以前从来没有出现过那么低的价格，再低都能够卖三块多一斤，今年是沃柑首次遭遇滑铁卢，果农一时都难以接受。,0
6606,这一柑橘价格跌至两块多，首次遭遇滑铁卢，消费者却有福了,2021/1/17 09:13,老谭说农业,沃柑价格回落，消费者有福了说实话沃柑在今年以前都是高端水果，普通人还真的吃不起。,0
7884,价格力压沃柑一筹，算是柑橘里较贵的品种，零售价高达10元一斤,2021/2/10 19:35,老刘微农技,力压沃柑砂糖橘，零售价高达10元一斤要说哪一种柑橘现在最受欢迎，可能大家会说砂糖橘以及脐橙，毕竟这两种柑橘种植面积可是稳居前三，砂糖橘就因为产量暴增价格大跌，已经好几年都起不来。,0
7890,价格力压沃柑一筹，算是柑橘里较贵的品种，零售价高达10元一斤,2021/2/10 19:35,老刘微农技,但是今年沃柑突然就不行了，收购价跌到两三块左右，跟砂糖橘差不多了。,0
7899,价格力压沃柑一筹，算是柑橘里较贵的品种，零售价高达10元一斤,2021/2/10 19:35,老刘微农技,今年柑橘行情都不太好，势必还是会影响到的，见好就收最好，别到时候价格又下来了，那一亩耙耙柑又要少赚几千块钱了。,0
8014,【柑橘行情】沙糖桔变成“杀人桔”今年沙糖桔能不能好好地过年了,2021/1/4 18:21,村宝网,在国产水果不断涨价的今天，沙糖桔却不断的价格下滑，这现象形成了一个说法：“致富桔成为了杀人桔”。,0
8017,【柑橘行情】沙糖桔变成“杀人桔”今年沙糖桔能不能好好地过年了,2021/1/4 18:21,村宝网,其一：经过前几年种植沙糖桔的农民赚到钱后，很多人涌入沙糖桔种植行业，这不仅使得沙糖桔的产量在几年之内大幅上涨，产能过剩，还破坏了沙糖桔的品质，吃过正宗沙糖桔的人再吃现在的沙糖桔会感觉“味变了”，“味不对了”，品质下降，自然也就没人买账了。,0
8021,【柑橘行情】沙糖桔变成“杀人桔”今年沙糖桔能不能好好地过年了,2021/1/4 18:21,村宝网,个人观点：虽然目前的沙糖桔价格远不如从前，但并不是意味着果农们就要放弃种植沙糖桔，沙糖桔能在水果行业多年屹立不倒，说明沙糖桔很有潜力，果农朋友其实只要抓住市场问题的关键，做出适当的调整，相信行情趋势都会改善的。,0
8023,【柑橘行情】即“杀人桔”之后，沃柑难道它也跟随沙糖桔一样滞销了？,2021/3/8 20:00,村宝网,今年整体的柑橘市场都不太好，沙糖桔还和前两年一样，产量太大且集中上市，品质不齐，上市后就迅速跌价，如今仍然是低价，果农很发愁。,0
8132,【柑橘行情】节后沃柑走货上涨，果农少观望及早出手,2021/4/6 20:00,村宝网,就像砂糖橘销售的时候，一些偏远地区的砂糖橘不好卖，价格会低几毛一斤一样。,0
8186,【柑橘行情】沃柑销量惨淡，有价无市，从长远来看是好是坏？,2021/3/10 20:00,村宝网,我们来到本地果园采摘装车现场，但现场看上去却比较冷清，这是由于市场销量减少，往年高价收购的沃柑大都是出售海外，但今年海外由于疫情影响，出口减少，精品果自然卖不动，价格也上不去。,0
8188,【柑橘行情】沃柑销量惨淡，有价无市，从长远来看是好是坏？,2021/3/10 20:00,村宝网,去年沃柑价格很高，而今年普通沃柑的收购价维持在两三块左右，这样的价格比起以前是跌了不少了。,0
8231,今年沃柑价格大跌，它还能撑起广西柑橘业，带领种植户致富吗？,2021/1/23 19:57,GXSNZX,今年沃柑普通下跌了一块多一斤，说是大跌也不为过。,0
8232,今年沃柑价格大跌，它还能撑起广西柑橘业，带领种植户致富吗？,2021/1/23 19:57,GXSNZX,一些中小果跌幅更加大，价格基本上腰斩了，也就是精品果的价格还坚挺，能够达到三块左右。,0
8233,今年沃柑价格大跌，它还能撑起广西柑橘业，带领种植户致富吗？,2021/1/23 19:57,GXSNZX,但是比起以前的四五块一斤，也是跌了不少了。,0
8396,各地柑橘行情大跳水，出路在何方？,2021/5/12 17:58,柑露果服,③冰糖橙开市时候2.5元/斤以上，后跌到1.2~1.5元/斤，而且销售量有限。,0
8398,各地柑橘行情大跳水，出路在何方？,2021/5/12 17:58,柑露果服,②椪柑，衢州是浙江最大的椪柑产区，曾经引以为傲的椪柑，如今价格跌至每斤0.4～0.6元/斤。,0
8400,各地柑橘行情大跳水，出路在何方？,2021/5/12 17:58,柑露果服,02各地柑橘价格下跌原因（1）供大于求。,0
8404,各地柑橘行情大跳水，出路在何方？,2021/5/12 17:58,柑露果服,（3）疫情影响，冻伤果影响，整体经济滑坡影响，也导致市场走量慢，价格偏低。,0
8414,各地柑橘行情大跳水，出路在何方？,2021/5/12 17:58,柑露果服,冻害果园04柑橘发展存在的隐患及应对措施（1）涨价不可持续，跌价才不可避免，明年/后年形势特别严峻因黄化、霜冻、阴雨等因素导致很多柑橘果园产量减少，但实际上总产量并未减太多。,0
8552,4月16日柑橘行情分享 | 沃柑上市尾期，价格怎样？,2021/4/16 17:36,柑露果服,其他柑橘品种价格：1、四川丑柑、粑粑柑上市尾期，还剩下少量货源，今年受冻害的影响，这两个品种的价格低迷，近期价格也有所下滑。,0
8833,3月19日柑橘行情 | “沃柑泡药”事件是否对行情造成影响，沃柑价格怎样？,2021/3/19 16:10,柑露果服,南宁周边的好果价格也从3.3元/斤下滑至3元/斤左右，其他产区的好果价格也从2.7~3元/斤下滑至2.3~2.6元/斤了，每斤沃柑价格下滑0.2~0.5元/斤不等。,0
9047,2月4日柑橘行情分享：砂糖橘继续涨价，赶快卖果啦~,2021/2/4 17:13,柑露果服,此外，有种植户表示，最近不少砂糖橘出现了枯水、浮皮的情况，预计口感好、外观佳的砂糖橘在春节前还将小涨一点，但品质一般的行情走向一般。,1
9239,2021年1月9日全国柑橘产地批发市场价格行情汇总,2021/1/9 23:21,乡村小康,柑橘批发市场价格情况：（单位元/公斤）砂糖橘：（单位元/公斤）脐橙：（单位元/公斤）脐橙价格有所回升。,1
9257,未来三年柑橘市场行情预测：市场变局下，有哪些预测和判断？,2021/6/24 23:28,柑桔之家,但如果电商的日子不好过，柑橘价格一定会下落。,0
9446,价格低迷，存量博弈加剧，2021柑橘产业出路在哪？,2021/8/25 18:16,农资与市场官微,特别是今年，前期柑橘价格低迷，农户种植信心不足，再加上农资价格大幅增长，形成倒挂现象，今年柑橘行情不容乐观。,0
9465,价格低迷，存量博弈加剧，2021柑橘产业出路在哪？,2021/8/25 18:16,农资与市场官微,特别砂糖橘，今年春节前后的价格下跌创历史新高，一斤跌到1元/斤，基本没有什么收益，甚至是赔钱。,0
9466,价格低迷，存量博弈加剧，2021柑橘产业出路在哪？,2021/8/25 18:16,农资与市场官微,拿比较火的沃柑来讲，虽然给广大种植户带来惊喜，但是由于2015年之后井喷式增长，沃柑价格一路走低。,0
9567,一边是大葱价格飞涨，一边是万斤柑橘烂地里，其中原因令人唏嘘,2021/1/29 14:17,柏铭科技,比如，砂糖橘以前卖得火，见到有利可图的农民盲目种植，扩大生产规模，结果导致现在泛滥，砂糖橘价格一路下跌。,0
9568,一边是大葱价格飞涨，一边是万斤柑橘烂地里，其中原因令人唏嘘,2021/1/29 14:17,柏铭科技,因为地头收购价过低，有的果农就把几万斤砂糖橘扔在路边，宁愿让其烂掉，也不愿赔本卖货。,0
9570,一边是大葱价格飞涨，一边是万斤柑橘烂地里，其中原因令人唏嘘,2021/1/29 14:17,柏铭科技,在砂糖橘成为“坑人橘”的同时，近1-2个月的大葱价格暴涨，涨幅甚至好几倍，气势“葱”天，让消费者大呼吃不起。,1
9571,一边是大葱价格飞涨，一边是万斤柑橘烂地里，其中原因令人唏嘘,2021/1/29 14:17,柏铭科技,大葱之所以价格猛涨，一句话总结就是供不应求，一方面是因为受天气因素影响，大葱减产，另一方面是大葱种植面积比以往减少。,1
10133,中柑所彭良志老师：柑橘行情肯定会迎来低谷，但持续时间有限！熬过低价期，价格就会上升！,2021/3/18 19:43,柑橘记事,总量上柑橘产能已经供过于求，未来5年，如果没有大灾害，柑橘整体价格会持续下降。,0
10311,市场行情丨水果步入季节性供给高峰，后期柑橘类价格恐将继续下滑,2021/8/2 17:00,中国果品流通协会,据“光明网”报道，秭归县夏橙目前有密奈、奥林达、德尔塔等多个品种，受连续阴雨天气影响，秭归产区夏橙鲜果上市减缓，截至7月22日，秭归县夏橙已售2.08万吨，占本季夏橙总量的43.56%，各监测点秭归夏橙产地收购均价3.48元/公斤，收购总量环比延续下跌趋势，跌幅10.63%。,0
10312,市场行情丨水果步入季节性供给高峰，后期柑橘类价格恐将继续下滑,2021/8/2 17:00,中国果品流通协会,电商零售方面，各监测点秭归夏橙电商销售均价为8.49元/公斤，渠道销量环比下跌26.77%。,0
10313,市场行情丨水果步入季节性供给高峰，后期柑橘类价格恐将继续下滑,2021/8/2 17:00,中国果品流通协会,报道称，当前北方时令鲜果和南方热带水果均进入上市高峰，推动水果批发价格整体下跌，柑橘类单品价格也进入季节性下滑通道。,0
10314,市场行情丨水果步入季节性供给高峰，后期柑橘类价格恐将继续下滑,2021/8/2 17:00,中国果品流通协会,叠加本期国内重点批发市场脐橙监测的品种转换为夏橙，售价总体低于伦晚脐橙。,0
10315,市场行情丨水果步入季节性供给高峰，后期柑橘类价格恐将继续下滑,2021/8/2 17:00,中国果品流通协会,多重因素影响下，销地批发环节脐橙销售价格下行。,0
10316,市场行情丨水果步入季节性供给高峰，后期柑橘类价格恐将继续下滑,2021/8/2 17:00,中国果品流通协会,截至7月26日，新华（中国）脐橙销地批发价格指数报716.91点，环比下跌11.23%，同比下跌22.93%。,0
12308,柑橘行情 | 最新沃柑、砂糖橘价格分享！,2021/2/23 21:20,老刘微农技,近期，各产区砂糖橘价格有所下滑，桂林阳朔、荔浦、永福、河池等地好果价格成交价在2.5元~2.8/斤上下，统果2.2元/斤左右，走货量一般。,0
12475,​2021年柑橘的价格走势会如何？看完心里有数了！,2021/8/13 20:23,柑桔之家,近几年随着柑橘果品价格的走高，亩产值10万元、100元/斤果的传奇的出现，引发各地开启疯狂发展模式，各领域资本进入，颇有全民种橘的味道，同时质疑、责问、警防过剩过滥的呼声不绝于耳。,1
12477,​2021年柑橘的价格走势会如何？看完心里有数了！,2021/8/13 20:23,柑桔之家,2017年，秋季南方多处柑橘主产区遭受了长时间降雨危害，南丰蜜橘、普通温州蜜橘烂在树上无人采收，亚洲最早熟蜜橘基地云南华宁县，均价从往年的4-5元/斤，跌到1元多，广西砂糖橘收购价从往年5元上下到1块多，惜售的只有倒掉，砂糖橘变“杀人橘”，很多业主逃离此行业。,0
12478,​2021年柑橘的价格走势会如何？看完心里有数了！,2021/8/13 20:23,柑桔之家,"今年，受百年难遇的疫情影响，各地柑橘相继出现滞销情况，部分果农资金回笼困难，销售价格过低导致果农出现不同程度的负债，甚至有些果农还会因为连续三年低价而导致资金链断裂,这无疑会使后续的投资与管理发生很多困难。",0
12487,​2021年柑橘的价格走势会如何？看完心里有数了！,2021/8/13 20:23,柑桔之家,由于物流问题，北欧市场上的橙子价格正在上涨。,1
14545,中柑所彭良志老师：柑橘行情肯定会迎来低谷，但持续时间有限！熬过低价期，价格就会上升！,2021/3/19 22:43,柑橘之家技术产业联盟,总量上柑橘产能已经供过于求，未来5年，如果没有大灾害，柑橘整体价格会持续下降。,0
14587,2月初柑橘行情速览：砂糖橘好果普遍涨到2元，沃柑价格保持稳定！,2021/2/2 17:32,作物大王新农盟,各地砂糖橘价格价格波动大，当日价格仅供参考沃柑行情变动不大，由于多地沃柑出现冻伤情况，预计接下来沃柑行情将有小幅度上涨。,1