title,time,author,sent,label
【行情分析】沙糖桔价格下滑，其他柑橘连带影响,2020/12/18 20:45,村宝网,截止到昨天各产区沙糖桔价格没有明显变化，但随着近段小雨，气温下降，沙糖桔价格下降，很多沙糖桔树都盖了膜，种植户也不愿意摘，采收主要以百家果为主，销售不大。,0
【行情分析】沙糖桔价格下滑，其他柑橘连带影响,2020/12/18 20:45,村宝网,梧州苍梧沙糖桔行情代办陈哥：近日雨水绵绵，果面出现返青，今天的出果量增加，价格下降了，不过质量好的还是保持平衡，一级严选果是2.5元/斤，过框挑果1.5元/斤。,0
重磅：2020年柑橘价格或将上涨！为何？答案都在里面,2020/4/22 11:30,柑橘信息网,批发商的价格可能高达每公斤0.75欧元。,1
商务部：西瓜、梨、柑橘等水果价格环比上涨,2020/12/3 09:30,中国水果门户,受季节等因素影响，预计后期水果价格将略有上涨。,1
柑桔价格：不可抗力！肺炎来袭、进口水果抢占中国春节市场！柑橘年货行情稍逊往年,2020/1/21 23:22,柑桔之家,记者看到，目前市场上大部分水果价格都有明显的回落，去年同期150、160元/箱的沃柑，今年110元/箱；,0
柑桔价格：不可抗力！肺炎来袭、进口水果抢占中国春节市场！柑橘年货行情稍逊往年,2020/1/21 23:22,柑桔之家,沙糖橘较去年同期便宜了40%左右；,0
柑桔价格：不可抗力！肺炎来袭、进口水果抢占中国春节市场！柑橘年货行情稍逊往年,2020/1/21 23:22,柑桔之家,耙耙柑较去年同期便宜30%左右；,0
猕猴桃价格持续走低，挖树改种成柑橘，是否还来的及,2020/7/25 21:09,农业大百科,2、柑橘近2年的柑橘市场行情表现良好，不管是那个柑橘品种，后期的价格一般都是处于上涨的趋势，以早熟的爱嫒系列、春见系列的市场行情表现最好。,1
桔价速递丨各柑橘行情总体趋稳，南丰蜜桔小涨；11月20日，西林砂糖桔上市！,2020/11/13 20:45,种植助手,广西西林砂糖桔11月20日开市这两天，南丰蜜桔好果价有所上升，上涨幅度在1-2毛/斤，爱媛、贡柑、脐橙等柑橘价格亦总体趋稳，贡柑好果价（60及以上）普遍在3元/斤以上。,1
桔价速递丨各柑橘行情总体趋稳，南丰蜜桔小涨；11月20日，西林砂糖桔上市！,2020/11/13 20:45,种植助手,广西西林砂糖桔11月20日开市这两天，南丰蜜桔好果价有所上升，上涨幅度在1-2毛/斤，爱媛、贡柑、脐橙等柑橘价格亦总体趋稳，贡柑好果价（60及以上）普遍在3元/斤以上。,1
广西柑橘销售遭遇“严冬”，2020年3月7日全国柑橘价格行情！,2020/3/7 23:33,柑桔之家,随着市场饱和，柑橘连续两年价跌，特别是2019末到2020春节的新冠肺炎疫情，加剧了销售困难，半数以上果品售价跌至成本线。,0
中柑所彭良志：柑橘行情肯定会迎来低谷，但持续时间有限,2020/3/29 07:00,柑橘产业联盟,总量上柑橘产能已经供过于求，未来5年，如果没有大灾害，柑橘整体价格会持续下降。,0
中柑所彭良志：柑橘行情肯定会迎来低谷，但持续时间有限,2020/3/29 07:00,柑橘产业联盟,预测熬过低谷期，价格将快速回升六、柑橘低谷会来，但持续时间有限柑橘产量过剩，需要调控，但主要不是通过人为调控，而是通过天调（自然灾害，如黄龙病）。,1
【急】全国多地柑橘产区均感叹落果严重，今年柑橘价格或涨新高？,2020/5/21 17:47,柑橘那些事,因此不少人猜测今年赣南脐橙行情或有很大涨价的可能。,1
今年柑橘行情普遍不好，砂糖橘会不会跌至1块一斤？,2020/12/17 11:19,乡野三农,反正砂糖橘跌至一元一斤还是很难的，毕竟成本价就是在这里了，除非全国大范围下雪卖不掉，不然价格还是不会跌得太低的，总归还是要让果农能够回本的。,0
全国柑橘电商价格整体上涨，后市或偏“稳弱”运行！四川交易实力最强，广西广东次之！,2020/12/2 17:35,作物大王新农盟,六、2020年柑橘价格水平整体上涨，后市行情价格偏稳弱2020年全国柑橘的电商价格整体是上涨的，2020年7-10月，柑橘均价为2.5元/斤，较2019年同期均价（1.7元/斤）高出45%。,1
全国柑橘电商价格整体上涨，后市或偏“稳弱”运行！四川交易实力最强，广西广东次之！,2020/12/2 17:35,作物大王新农盟,具体走势方面，7月柑橘刚刚上市，均价为3.6元/斤，较去年同期均价（2.5元/斤）上涨46%；,1
全国柑橘电商价格整体上涨，后市或偏“稳弱”运行！四川交易实力最强，广西广东次之！,2020/12/2 17:35,作物大王新农盟,8月柑橘均价2.3元/斤，环比下跌36%，同比上涨44%，同比涨幅与7月基本持平；,0
全国柑橘电商价格整体上涨，后市或偏“稳弱”运行！四川交易实力最强，广西广东次之！,2020/12/2 17:35,作物大王新农盟,9月柑橘均价为1.9元/斤，环比继续下跌16%，同比上涨93%；,0
全国柑橘电商价格整体上涨，后市或偏“稳弱”运行！四川交易实力最强，广西广东次之！,2020/12/2 17:35,作物大王新农盟,10月柑橘均价为2.0元/斤，环比转负为正，上涨5%，同比上涨13%，但同比涨幅较前几个月大幅度收窄。,1
减产和降质过后，今年的柑橘价格会像去年的苹果一样大涨吗？,2020/4/23 11:28,柑橘信息网,理由如下：小年或导致价格上涨柑橘具有明显的大小年现象，特别是对于技术不太成熟的果农来说，一年丰产一年减产的大小年现象更是明显。,1
减产和降质过后，今年的柑橘价格会像去年的苹果一样大涨吗？,2020/4/23 11:28,柑橘信息网,在主产区产量、品质均下降和今年水果价格整体走高的双重影响下，优质柑橘价格企稳回升几成定局，特别是对于早熟柑橘而言，今年会卖一个好价钱，6月中旬广西崇左龙州早柑上市，开市价每斤3.5元，同比上涨0.5元。,1
减产和降质过后，今年的柑橘价格会像去年的苹果一样大涨吗？,2020/4/23 11:28,柑橘信息网,但在此必须强调的是，今年柑橘涨价的幅度将远远小于因为去年减产而今年价格飙升的苹果，原因主要有以下两点：今年具体减产多少难以确定首先，今年主产区的柑橘虽然减产可能性大，但近年来全国柑橘扩种趋势明显，特别是砂糖橘、沃柑、不知火、春见等晚熟品种。,1
今年柑橘行情或将迎来上涨？,2020/7/14 17:46,种植与农资,在柑橘的销售中，很多种植户可能都怪收果商压价，觉得价格低。,0
​2020年柑橘的价格走势会如何？看完心里有数了！,2020/8/13 11:45,柑橘信息网,2017年，秋季南方多处柑橘主产区遭受了长时间降雨危害，南丰蜜橘、普通温州蜜橘烂在树上无人采收，亚洲最早熟蜜橘基地云南华宁县，均价从往年的4-5元/斤，跌到1元多，广西砂糖橘收购价从往年5元上下到1块多，惜售的只有倒掉，砂糖橘变“杀人橘”，很多业主逃离此行业。,0
减产、降质、大小年，今年的柑橘价格走势如何？,2020/7/10 06:43,永州天禾农资,但在此必须强调的是，今年柑橘涨价的幅度不会很高，原因主要有以下两点：■今年具体减产多少难以确定首先，今年主产区的柑橘虽然减产可能性大，但近年来全国柑橘扩种趋势明显，特别是砂糖橘、沃柑、不知火、春见等晚熟品种。,1
目前柑橘走货慢、价格低，12月后柑橘“扎堆成熟”，怎么办？,2020/11/29 10:48,万果会,但在今年，平均收购价已经降到0.4元/斤。,0
目前柑橘走货慢、价格低，12月后柑橘“扎堆成熟”，怎么办？,2020/11/29 10:48,万果会,就市场行情来看，除了双节期间橘子收购价冲破了1元/斤外，柑橘主体价格一直处于下跌趋势。,0
全国柑橘电商价格整体上涨，后市或偏“稳弱”运行！四川交易实力最强，广西广东次之！,2020/12/8 18:51,万果会,具体走势方面，7月柑橘刚刚上市，均价为3.6元/斤，较去年同期均价（2.5元/斤）上涨46%；,1
全国柑橘电商价格整体上涨，后市或偏“稳弱”运行！四川交易实力最强，广西广东次之！,2020/12/8 18:51,万果会,8月柑橘均价2.3元/斤，环比下跌36%，同比上涨44%，同比涨幅与7月基本持平；,1
全国柑橘电商价格整体上涨，后市或偏“稳弱”运行！四川交易实力最强，广西广东次之！,2020/12/8 18:51,万果会,9月柑橘均价为1.9元/斤，环比继续下跌16%，同比上涨93%；,0
全国柑橘电商价格整体上涨，后市或偏“稳弱”运行！四川交易实力最强，广西广东次之！,2020/12/8 18:51,万果会,10月柑橘均价为2.0元/斤，环比转负为正，上涨5%，同比上涨13%，但同比涨幅较前几个月大幅度收窄。,1
预计后期水果价格将继续回落！奉劝柑橘成熟适价果断出手！,2020/10/20 21:54,柑桔之家,例如，柑橘、猕猴桃、柚子等集中上市，将成为市场销售主力，价格将进入季节性下跌阶段。,0
预计后期水果价格将继续回落！奉劝柑橘成熟适价果断出手！,2020/10/20 21:54,柑桔之家,存储类水果库存量低，销售量小，预计价格继续高位运行或将持续至新产季。,1
预计后期水果价格将继续回落！奉劝柑橘成熟适价果断出手！,2020/10/20 21:54,柑桔之家,与此同时，今年蜜桔、青皮橙、阳光玫瑰、红心猕猴桃等水果的批发价跟往年相比均有所走低。,0
销量转旺！柑橘等水果价格虽亲民，但销量大增！（附各地产区行情信息）,2020/12/6 23:48,柑桔之家,最近一周，受果商偏少，而砂糖桔上市量不断增多影响，主产区广西砂糖桔收购价均有明显下跌，多个产区全红果跌至3.1-3.3元/斤，而一般货多数在2.5元左右/斤。,0
销量转旺！柑橘等水果价格虽亲民，但销量大增！（附各地产区行情信息）,2020/12/6 23:48,柑桔之家,行情下行，带来的往往是更多人急于销售，同时受水果市场行情整体低迷影响，预计未来砂糖桔行情上涨空间有限，会否继续下跌，还需看走货速度和天气情况。,0
销量转旺！柑橘等水果价格虽亲民，但销量大增！（附各地产区行情信息）,2020/12/6 23:48,柑桔之家,如在江苏无锡，从梨子到橙子、香蕉和草莓，价格都相当实惠，橙子的批发价格更是比去年同期低了一成六左右；,0
销量转旺！柑橘等水果价格虽亲民，但销量大增！（附各地产区行情信息）,2020/12/6 23:48,柑桔之家,在河南平顶山，市面柑橘种类繁多价格便宜，显示出柑橘大丰收带来的价格低销售旺的市场特点。,0
销量转旺！柑橘等水果价格虽亲民，但销量大增！（附各地产区行情信息）,2020/12/6 23:48,柑桔之家,而在山东济宁，苹果和橙子批发价格已经比去年同期低了两成左右，草莓目前价格虽较高，但也比刚上市时低了四成，与此同时市场销售情况不错，市民们对实惠的果价反应相当积极，纷纷购买。,0
早上市的柑橘走货慢、价格低，后期柑橘“扎堆成熟”，今年行情走势如何？,2020/11/19 20:34,云南水果通,以蜜橘为例，和之前的年份相比，早熟蜜桔的收购价不是很乐观。,0
早上市的柑橘走货慢、价格低，后期柑橘“扎堆成熟”，今年行情走势如何？,2020/11/19 20:34,云南水果通,但在今年，平均收购价已经降到0.4元/斤。,0
早上市的柑橘走货慢、价格低，后期柑橘“扎堆成熟”，今年行情走势如何？,2020/11/19 20:34,云南水果通,全国几大主力产区——广西、江西、湖北等地的橘子集体卖出时也只有几毛一斤，并且销量不是十分好，呈现了积压滞销的情况。,0
早上市的柑橘走货慢、价格低，后期柑橘“扎堆成熟”，今年行情走势如何？,2020/11/19 20:34,云南水果通,就市场行情来看，除了双节期间橘子收购价冲破了1元/斤外，柑橘主体价格一直处于下跌趋势。,0
柑橘价格之我见，行情能否上涨？看几个因素条件,2021/2/28 22:00,老刘微农技,由于今年柑橘种植殊多不如意，口感变差的不在少数，市场走不动，价格是越来越低，春节后偶尔几天的果价上涨趋势，没有维持几天就断裂了，一下就跌了一元以上，给刚开始高兴起来的果农们来了个措手不及。,0
柑橘价格之我见，行情能否上涨？看几个因素条件,2021/2/28 22:00,老刘微农技,照理来说，按照水果一般市场规律来看，起价不高的水果，以后的价格就算涨不了，但也不会跌到那里去，而今年却来了一个意外。,0
柑橘价格之我见，行情能否上涨？看几个因素条件,2021/2/28 22:00,老刘微农技,由于年初的寒冷天气，眼看巳经进入成熟采摘期的耙耙柑不幸遭了冻伤害，而且今年果子的凉伤与以往的症状还不一样，大部分都是以内冻伤为主，果实表皮看起来还像正常果子一样，但果肉内却出了问题，好多买家开始都没有太注意，后来发现后都不敢要了，市场开始出现大幅压价压量。,0
柑橘价格之我见，行情能否上涨？看几个因素条件,2021/2/28 22:00,老刘微农技,今年的柑橘价格偏低主要还是果实被冻伤，买家不敢入手的原因。,0
柑橘价格之我见，行情能否上涨？看几个因素条件,2021/2/28 22:00,老刘微农技,后市会咋样随着柑橘行情的变化，日子也在一天天过去，柑橘耙耙柑、丑柑不知火果实的口感风味也会越来越好，后期的市场行情还是有着一些利好因素的。,1
柑橘价格之我见，行情能否上涨？看几个因素条件,2021/2/28 22:00,老刘微农技,今年的柑橘市场，估计价格可能会出现一个跌后小涨的行情，在三月下旬会有一个销售小高峰，就算价格不涨但也至于下跌，市场走货量会比较大，市场货的价格有希望可能会维持在每斤3.2-3.6元左右。,1
12月30日全国柑橘价格大爆料！,2021/12/30 17:06,柑露果服,特别是桂林荔浦、永福、阳朔这一代的盖膜砂糖橘，多数果农处于观望状态，没有2元/斤的价格，基本不愿意出手卖果。,0
柑橘价格▏1月29日柑橘价格行情,2021/1/29 20:54,老刘微农技,本周前半段，虽然价格小涨，但终端市场出货不旺，果商主要以走桂北的盖膜冻果和寻找低价果为主（价位1.4-1.6元/斤），后半段，由于桂北冻果品质下滑，部分果商转战荔浦、平乐、蒙山、鹿寨、永福等桂中南产区，加上部分学校提前放假，终端市场需求提升，价格又上涨0.2-0.3元/斤。,1
柑橘价格▏1月29日柑橘价格行情,2021/1/29 20:54,老刘微农技,沃柑行情变动不大，由于多地沃柑出现冻伤情况，预计接下来沃柑行情将有小幅度上涨。,1
柑橘价格▏1月29日柑橘价格行情,2021/1/29 20:54,老刘微农技,今年过年各地人员流通肯定比往年少，砂糖橘价格下来了，但愿消费会旺盛一些。,0
进口水果品种和数量减少有何影响？节前柑橘价格同比下降，部分果农面临亏损,2021/1/27 20:09,农财网柑桔通,记者发现今年水果价格较去年同期更便宜。,0
进口水果品种和数量减少有何影响？节前柑橘价格同比下降，部分果农面临亏损,2021/1/27 20:09,农财网柑桔通,首先冬季水果中的网红大单品车厘子跌到史上最低价，近日在浙江嘉兴水果批发市场，车厘子出现了80元一斤5kg的价格，虽然价格足够低，但是观望的人依然比买的人多。,0
进口水果品种和数量减少有何影响？节前柑橘价格同比下降，部分果农面临亏损,2021/1/27 20:09,农财网柑桔通,车厘子便宜了，其他进口水果的销量就会受到影响，自然要降价。,0
进口水果品种和数量减少有何影响？节前柑橘价格同比下降，部分果农面临亏损,2021/1/27 20:09,农财网柑桔通,如莲雾等精品水果都已不同程度降价。,0
进口水果品种和数量减少有何影响？节前柑橘价格同比下降，部分果农面临亏损,2021/1/27 20:09,农财网柑桔通,国产水果沙糖橘出现了严重的价格倒挂现象，今年沙糖橘统货批发价仅为3.5元/公斤，精品果批发价也才3.6-4元/公斤，比去年同期分别下降1元/公斤左右。,0
进口水果品种和数量减少有何影响？节前柑橘价格同比下降，部分果农面临亏损,2021/1/27 20:09,农财网柑桔通,今年耙耙柑的价格相较于去年同期也下降不少。,0
进口水果品种和数量减少有何影响？节前柑橘价格同比下降，部分果农面临亏损,2021/1/27 20:09,农财网柑桔通,李碧春介绍，根据个头、口感、皮的厚薄等因素，耙耙柑的价格不同，目前的价格相较于去年同期每公斤至少便宜了3元。,0
进口水果品种和数量减少有何影响？节前柑橘价格同比下降，部分果农面临亏损,2021/1/27 20:09,农财网柑桔通,据上海市果品行业协会副会长贾玉海说，根据目前的库存水果情况和外地储存的货源，“今年水果价格很难再出现‘高烧不退’的行情。”,0
进口水果品种和数量减少有何影响？节前柑橘价格同比下降，部分果农面临亏损,2021/1/27 20:09,农财网柑桔通,“供需两方面看，今年水果价格总体上都很难大幅上涨。”,0
今年柑橘价格如何？一张图告诉你！,2021/6/1 11:30,柑橘信息网,2017年秋季南方多处柑橘主产区遭受了长时间降雨危害，南丰蜜橘、普通温州蜜橘烂在树上无人采收，亚洲最早熟蜜橘基地云南华宁县，均价从往年的4-5元/斤，跌到1元多，广西砂糖橘收购价从往年5元上下到1块多，惜售的只有倒掉，砂糖橘变“杀人橘”，很多业主逃离此行业。,0
今年柑橘价格如何？一张图告诉你！,2021/6/1 11:30,柑橘信息网,2018年是柑橘大年，同样没有逃出丰产不丰收的命运，南方8-10月连续阴雨，早熟柑橘果子糖度低、着色差、不耐贮运，基本处于保本、微利状态。,0
今年柑橘价格如何？一张图告诉你！,2021/6/1 11:30,柑橘信息网,而早来的霜冻危害更是雪上加霜，桂北、赣中、赣北、湘西、湘西北地区中晚熟品种在12月受冻严重，30%以上失去商品价值。,0
今年柑橘价格如何？一张图告诉你！,2021/6/1 11:30,柑橘信息网,十年一轮回的低温灾害天气，,0
现在柑橘多少钱一斤？八大产区柑橘价格一览表！8月柑橘市场最新行情分析,2021/8/7 11:46,柑橘信息网,但在经历了近两年的低迷行情后，今年柑橘价格仍然不乐观。,0
今年柑橘价格持续低迷？一张图告诉你未来出路在哪里,2021/9/3 19:30,柑橘记事,水果品种多，更新快，以后竞争越激烈，供货量越大，利润就越低。,0
【柑橘价格】距离春节还剩15天，柑橘价格行情,2021/1/26 18:06,村宝网,贺州代办沙糖桔行情走量较慢，价格1.1-1.6元/斤，好货1.7-1.9元/斤，主要原果农要价扁高，沃柑行情不好，主要是出现霜冻。,0
柑橘价格虽说低，管理还是要用心，今年流行反措施,2021/4/11 17:00,老刘微农技,也不要忘记点赞哦~亲柑橘又到了抽枝发芽的时间了，今年由冻伤害的原因，虽然现在的果子价格不是很好，但管理工作还是要做起来，只是与往年有些不同了。,1
【柑橘行情】柑橘价格走势，沃柑地位不稳，沙糖桔逆势上涨,2021/3/22 20:00,村宝网,沃柑风靡了好几年，但是今年的价格却不是很乐观，受环境和疫情影响。,0
【柑橘行情】柑橘价格走势，沃柑地位不稳，沙糖桔逆势上涨,2021/3/22 20:00,村宝网,本来沙糖桔的销售就已经快结束了，供应量减少，价格就已经有所上涨了，这次因为沃柑的影响，价格再次上涨。,1
【柑橘行情】柑橘价格走势，沃柑地位不稳，沙糖桔逆势上涨,2021/3/22 20:00,村宝网,毕竟近几年沙糖桔被沃柑压得透不过气来，现在沙糖桔价格上涨，果农自然觉得扬眉吐气了。,1
这种柑橘价格一直坚挺，今年价格首次回落，市场就一片唱衰,2021/1/24 18:11,柑橘信息网,只不过看到砂糖橘现在已经回落，很多朋友看到现在到处都种植沃柑，也认为好景不长了。,0
这种柑橘价格一直坚挺，今年价格首次回落，市场就一片唱衰,2021/1/24 18:11,柑橘信息网,而今年沃柑刚一降价，一个个都奔出去表示沃柑一定会烂市。,0
这种柑橘价格一直坚挺，今年价格首次回落，市场就一片唱衰,2021/1/24 18:11,柑橘信息网,沃柑一降价，众人就开始看衰，认为今年会烂市老农不管是从果农嘴里听说的，还是从网上看到的评论，很多朋友看到今年沃柑价格下跌，都开始发表自己的意见了。,0
这种柑橘价格一直坚挺，今年价格首次回落，市场就一片唱衰,2021/1/24 18:11,柑橘信息网,只不过老农还是要说一句公道话，不要过于追涨杀跌看衰或者是看好，如今今年沃柑没有降价，相信网上只会一片看好沃柑，还是会继续吹捧继续大量种植了。,1
这种柑橘价格一直坚挺，今年价格首次回落，市场就一片唱衰,2021/1/24 18:11,柑橘信息网,可一旦价格回落了，一些朋友就出来唱衰了。,0
这种柑橘价格一直坚挺，今年价格首次回落，市场就一片唱衰,2021/1/24 18:11,柑橘信息网,随着种植面积越来越大，价格回落是很正常的。,0
这种柑橘价格一直坚挺，今年价格首次回落，市场就一片唱衰,2021/1/24 18:11,柑橘信息网,老农也认为未来沃柑肯定是会走砂糖橘的老路了，毕竟再好吃的柑橘，产量一上来了也要变得廉价的。,0
这种柑橘价格一直坚挺，今年价格首次回落，市场就一片唱衰,2021/1/24 18:11,柑橘信息网,不过今年沃柑刚一降价，大家就跳出来看衰也有点太着急了，今年沃柑价格遇冷跟疫情是脱不了关系的。,0
这种柑橘价格一直坚挺，今年价格首次回落，市场就一片唱衰,2021/1/24 18:11,柑橘信息网,桂林地区沃柑冻伤减产，今年未必会烂市今年桂林地区的沃柑大家都是知道的，没有盖膜的就是被冻伤了，盖膜的反而是烧伤了，反正左右都是减产了，霜冻果更是低至5毛钱一斤，果农损失比较严重。,0
这种柑橘价格一直坚挺，今年价格首次回落，市场就一片唱衰,2021/1/24 18:11,柑橘信息网,现在最大的因素还是疫情，能不能运输以及走货顺不顺畅，这是价格能不能起来的原因。,0
这种柑橘价格一直坚挺，今年价格首次回落，市场就一片唱衰,2021/1/24 18:11,柑橘信息网,只要能够正常销售，沃柑在年后未必就没有涨价的可能性。,1
这种柑橘价格一直坚挺，今年价格首次回落，市场就一片唱衰,2021/1/24 18:11,柑橘信息网,当然对于消费者来说，大家都是没有种植沃柑的，以前吃不起，现在降价一些也可以买得起了，买些回来当年货还是很不错的，没吃过的朋友可以下单尝尝了。,0
又一种柑橘价格突破两元大关，有人表示亩挣万元有望了,2021/2/2 11:12,柑橘信息网,来自：深山老农民最近有一种大家都关注的柑橘可是涨价了，这可让广西种植户乐开了花，虽然涨价的幅度也不是特别高，但却让种植户从亏本的边缘回到赚钱的时代，更是有果农喊出又有奔头了，种植的积极性也高了不少。,1
又一种柑橘价格突破两元大关，有人表示亩挣万元有望了,2021/2/2 11:12,柑橘信息网,砂糖橘价格突破两元大关，亩挣万元似乎有望了前段时间砂糖橘的价格只有一块出头，这个价格基本上就是成本价了，如果是种植大户这个价还会亏钱，毕竟请人打农药施肥都是需要花钱有，有的朋友更是托管给别人，这花销就更加大了。,1
又一种柑橘价格突破两元大关，有人表示亩挣万元有望了,2021/2/2 11:12,柑橘信息网,好在最近砂糖橘的价格就有所上涨了，临近春节收购商需要提前备货，而消费者也要提前采购回来当年货。,1
又一种柑橘价格突破两元大关，有人表示亩挣万元有望了,2021/2/2 11:12,柑橘信息网,毕竟现在砂糖橘的价格回落了，可不妨碍是一种非常好吃的柑橘，如今又便宜还好吃，对于喜欢吃甜柑橘的朋友自然是要买的。,0
又一种柑橘价格突破两元大关，有人表示亩挣万元有望了,2021/2/2 11:12,柑橘信息网,需求增加了，收购商也在抓紧时间采购，这自然造成砂糖橘的价格上涨了。,1
又一种柑橘价格突破两元大关，有人表示亩挣万元有望了,2021/2/2 11:12,柑橘信息网,砂糖橘价格虽涨，但能不能稳住还是一个问题现在不管是哪一个行业，追涨杀跌的情况都存在。,1
又一种柑橘价格突破两元大关，有人表示亩挣万元有望了,2021/2/2 11:12,柑橘信息网,而现在价格又涨起来了，种植户看到了利润，又对果农变得很珍惜了，不说健康的果树了，就算是感染黄龙病的果树也觉得还可以再观望一年再说，没必要直接就砍树的。,1
又一种柑橘价格突破两元大关，有人表示亩挣万元有望了,2021/2/2 11:12,柑橘信息网,这样的心态可是要不得的，现在砂糖橘的价格虽然涨了，但是能不能稳住还是一个问题，毕竟现在今年大家心里确实没太多的钱，再加上各地喊出就过年的的口号，柑橘的消费量可能还是会受到影响的。,1
又一种柑橘价格突破两元大关，有人表示亩挣万元有望了,2021/2/2 11:12,柑橘信息网,再者砂糖橘产量仍然还是供大于求的，现在涨价了，一旦种植户扎堆抛售，价格很快又会下来了。,0
这种柑橘价格一直坚挺，可今年刚一降价，市场一片唱衰,2021/1/24 20:45,老刘微农技,只不过看到砂糖橘现在已经回落，很多朋友看到现在到处都种植沃柑，也认为好景不长了。,0
这种柑橘价格一直坚挺，可今年刚一降价，市场一片唱衰,2021/1/24 20:45,老刘微农技,而今年沃柑刚一降价，一个个都奔出去表示沃柑一定会烂市。,0
这种柑橘价格一直坚挺，可今年刚一降价，市场一片唱衰,2021/1/24 20:45,老刘微农技,沃柑一降价，众人就开始看衰，认为今年会烂市老农不管是从果农嘴里听说的，还是从网上看到的评论，很多朋友看到今年沃柑价格下跌，都开始发表自己的意见了。,0
这种柑橘价格一直坚挺，可今年刚一降价，市场一片唱衰,2021/1/24 20:45,老刘微农技,反正沃柑价格越高，大家都喜欢追涨，也不管风险有多大，都会去种植。,1
这种柑橘价格一直坚挺，可今年刚一降价，市场一片唱衰,2021/1/24 20:45,老刘微农技,其实还真没必要，每一种柑橘都有价格周期，刚被人接受那会价格肯定是高的。,0
这种柑橘价格一直坚挺，可今年刚一降价，市场一片唱衰,2021/1/24 20:45,老刘微农技,随着种植面积越来越大，价格回落是很正常的。,0
柑橘行情 | 金秋砂糖橘即将上市，价格高还是低？,2021/9/24 16:58,柑露果服,去年金秋砂糖橘的上市价格，3.5~5元/斤不等，上市前期价格高些，后期价格稍微下滑。,0
柑橘行情 | 金秋砂糖橘即将上市，价格高还是低？,2021/9/24 16:58,柑露果服,今年金秋砂糖橘预定价格在3.5~4.5元/斤左右，价格比去年略低一些，可能是由于今年的产量有所增加了。,0
柑橘行情分享：砂糖橘好果普遍涨价，沃柑价格保持稳定,2021/2/1 17:44,大橘大利,上周前半段，虽然价格小涨，但终端市场出货不旺，果商主要以走桂北的盖膜冻果和寻找低价果为主（价位1.4-1.6元/斤），后半段，由于桂北冻果品质下滑，部分果商转战荔浦、平乐、蒙山、鹿寨、永福等桂中南产区，加上部分学校提前放假，终端市场需求提升，价格又上涨0.2-0.3元/斤。,1
柑橘行情分享：砂糖橘好果普遍涨价，沃柑价格保持稳定,2021/2/1 17:44,大橘大利,荔浦砂糖橘价格普通果：1.3~1.5元/斤中上好果：1.5~1.7元/斤优质果：1.7~2.0元/斤荔浦砂糖橘近期价格回升，小有涨幅。,1
